PROJ_ID,PROJ_LGL_NAME,PROJ_DISPLAY_NAME,PROJ_SHORT_NAME,PROJ_DEV_OBJECTIVE_DESC,PROJ_APPRVL_FY,CNTRY_CODE,CNTRY_SHORT_NAME,CNTRY_LONG_NAME,RGN_CODE,RGN_ABBR_CODE,RGN_NAME,PROD_LINE_CODE,PROD_LINE_NAME,PROD_LINE_TYPE_CODE,PROD_LINE_TYPE_NAME,PROJ_PHASE_CODE,PROJ_PHASE_NAME,PROJ_STAT_CODE,PROJ_STAT_NAME,PARENT_PROJ_ID,PARENT_PROJ_LGL_NAME,PARENT_PROJ_SHORT_NAME,GPP_PROJ_ID,GPP_PROJ_LGL_NAME,GPP_PROJ_SHORT_NAME,TEAM_LEAD_UPI,TEAM_LEAD_FULL_NAME,CO_TEAM_LEAD1_UPI,CO_TEAM_LEAD2_UPI,CO_TEAM_LEAD1_FULL_NAME,CO_TEAM_LEAD2_FULL_NAME,PROJ_DROP_DATE,PROJ_DROP_FY,PROJ_DROP_QTR,PROJ_LOC_CODE,PROJ_LOC_NAME,LEAD_GP_CODE,LEAD_GP_TYPE_CODE,LEAD_GP_NAME,PRACTICE_MGR_UPI,PRACTICE_MGR_FULL_NAME,PROJ_MGD_CONTRIB_PRACTICE1_CODE,PROJ_MGD_CONTRIB_PRACTICE2_CODE,PROJ_MGD_CONTRIB_PRACTICE3_CODE,PROJ_MGD_CONTRIB_PRACTICE4_CODE,PROJ_MGD_CONTRIB_PRACTICE5_CODE,PROJ_MGD_CONTRIB_PRACTICE1_NAME,PROJ_MGD_CONTRIB_PRACTICE2_NAME,PROJ_MGD_CONTRIB_PRACTICE3_NAME,PROJ_MGD_CONTRIB_PRACTICE4_NAME,PROJ_MGD_CONTRIB_PRACTICE5_NAME,PROJ_MGD_CONTRIB_PRACTICE_LIST,NON_MGD_PRACTICE1_CODE,NON_MGD_PRACTICE2_CODE,NON_MGD_PRACTICE3_CODE,NON_MGD_PRACTICE4_CODE,NON_MGD_PRACTICE5_CODE,NON_MGD_PRACTICE1_NAME,NON_MGD_PRACTICE2_NAME,NON_MGD_PRACTICE3_NAME,NON_MGD_PRACTICE4_NAME,NON_MGD_PRACTICE5_NAME,NON_MGD_PRACTICE_LIST,JOINT_IFC_LVL_CODE,JOINT_IFC_IND,FRAGILE_STATE_IND,INC_GRP_CODE,LNDNG_GRP_CODE,PROJ_URL_NAME,REQ_COST_CENTER_CODE,REQ_COST_CENTER_SHORT_NAME,REQ_COST_CENTER_NAME,REQ_DEPT_CODE,REQ_DEPT_SHORT_NAME,REQ_DEPT_NAME,REQ_VPU_RGN_CODE,REQ_VPU_RGN_SHORT_NAME,REQ_VPU_RGN_NAME,RESP_COST_CENTER_CODE,RESP_COST_CENTER_SHORT_NAME,RESP_COST_CENTER_NAME,RESP_DEPT_CODE,RESP_DEPT_SHORT_NAME,RESP_DEPT_NAME,RESP_VPU_CODE,RESP_VPU_SHORT_NAME,RESP_VPU_NAME,CURR_STAGE_CODE,LNDNG_INSTR_CODE,LNDNG_INSTR_SHORT_NAME,LNDNG_INSTR_LONG_NAME,LNDNG_INSTR_TYPE_CODE,LNDNG_INSTR_TYPE_NAME,LNDNG_CLASSIFICATON_CODE,BANK_APPRVL_CODE,DECSN_MTG_TYPE_CODE,DECSN_MTG_TYPE_NAME,PROB_CODE,PROB_NAME,PROB_STAT_CODE,ADDTNL_FNCNG_IND,RESTRUC_IND,SCALE_UP_IND,COST_OVERRUN_IND,SUPPLEMENT_IND,AGRMNT_TYPE_CODE,AGRMNT_TYPE_NAME,DACTVTN_DATE,GUAR_TYPE_CODE,ISR_REQ_IND,PORT_STAT_CODE,IBRD_PROPOSED_TERM_CODE,P4R_WITH_IPF_IND,FEE_BASED_IND,REPEATER_PROC_IND,RISK_CALLIBERATION_CODE,VOLCKER_TRIGGER_IND,SIMPLE_PROC_IND,APPRVL_AUTH_IND,CMT_AMT,LNDNG_APPRVL_STAT_CODE,CAT_DDO_IND,IPF_DISASTER_IND,IPF_FCC_IND,IPF_FCC_PROC_IND,IPF_FRAGILE_STATES_IND,IPF_FIN_INTER_IND,IPF_FRAGILE_WITH_NON_FRAGILE_CNTRY_IND,IPF_POST_CONFLICT_IND,IPF_REGULAR_PROC_IND,IPF_SERIES_OF_OPS_IND,IPF_SMALL_STATES_IND,IPF_PROCESSING_TRACK_IND,IPF_ADDTNL_FNCNG_IND,DPF_DEFRD_DRWDN_IND,DPF_DDO_IND,DPF_CRISIS_IND,DPF_DEBT_REDCTN_IND,DPF_PROG_IND,DPF_SPEC_POLICY_IND,DPF_SUBNATIONAL_IND,DRM_SCREENED_CODE,ENVIRON_ASSESS_CODE,ORIG_ENVIRON_ASSESS_CODE,ORIG_ENVIRON_ASSESS_DATE,REVSD_ENVIRON_ASSESS_CODE,REVSD_ENVIRON_ASSESS_DATE,EXPECTED_BD_DATE,FULL_BD_DISCSN_IND,GEF_BLEND_IND,GEF_FOCAL_AREA_CODE,GHG_ACCNTG_IND,ICR_DUE_DATE,INTEGRITY_CONCERN_IND,INSPECTION_PANEL_IND,MTR_REVIEW_DATE,MTR_REVIEW_IND,GROSS_EMISSION_NBR,NET_EMISSION_NBR,NET_EMISSION_ANNUAL_NBR,PROCESSING_TRACK_IND,PROJ_COST_BD_VSN_NBR,PROJ_COST_CURR_VSN_NBR,FCC_DISASTER_IND,FCC_FRAGILE_STATE_IND,FCC_IND,FCC_NON_FRAGILE_IND,FCC_POST_CONFLICT_IND,FCC_SMALL_STATES_IND,GENDER_APPRSL_ANAL_IND,GENDER_APPRSL_ACTN_IND,GENDER_APPRSL_MECH_IND,GENDER_CONCPT_ANAL_IND,GENDER_CONCPT_ACTN_IND,GENDER_CONCPT_MECH_IND,MPA_CNTRY_IND,MPA_END_DATE,MPA_IND,MPA_PROG_OVR_RSK_CODE,SBMTTD_TO_SECPO_CODE,FMS_SPECIALIST_UPI,IBRD_IDA_IND,JOINT_IFC_CMNT_TEXT,MEMBER_TYPE_CODE,PREP_TIME,PRIV_CAP_MOBILIZED_IND,PROC_SPECIALIST_UPI,PROJ_CLASS_CODE,PROJ_EMERGENCY_RECVRY_IND,PROJ_PORTAL_URL,PROJ_PREP_TIME_CNT,PUBLIC_PRIV_PARTNERSHIP_IND,CERC_IND,TASK_TYPE_CODE,TASK_TYPE_NAME,PROCESSING_TRACK_CODE,PROCESSING_TYPE_NAME,ASA_PROG_PROJ_ID,IMPACT_EVALUTION_IND,OUTPUT_TYPE_CODE,REPT_TYPE_CODE,BILLING_LVL_CODE,CLNT_ASKED_IND,SUBTASK_IND,MARKUP_PERCENTAGE,CNVRSN_DATE,AGRMNT_SIGN_DATE,AGRMNT_START_DATE,AGRMNT_END_DATE,RAS_VERFCTN_DATE,BILLING_FORMAT_CODE,ESF_IND,DLI_IND,HEIS_IND,APA_IND,EMERGENCY_RESPONSE_IND,EMERGENCY_RESPONSE_CODE,PORTFOLIO_IND,PIPELINE_IND,ASA_IND,BOARD_SCHEDULE_STAT_NAME,GRANT_CMT_AMT,GP_VPU_NAME,GP_VPU_CODE,IBRD_CMT_AMT,IDA_CMT_AMT,CUM_EXP_TOT_AMT,TOT_CMT_AMT,LN_CR_TF_TEXT,CORP_LVL_RISK_FLAG,PORT_LVL_RISK_FLAG,ASA_MAIN_TASK_ID,RPT_PROCESSING_GROUP,PORTAL_VSN_NBR,PORTAL_PROJ_CREATION_DATE,REVSD_CLSNG_DATE,EFFCTVNSS_DATE,SMALL_GRANT_IND,RE_CLASSIFICATION_NME,BOARD_DATE_STAT,BOARD_DATE,TEAM_LEAD_NAME_LIST,CONCPT_REVIEW_DATE,AUTH_NEG_DATE,AIS_SIGN_OFF_DATE,AIS_SIGN_OFF_STAT_CODE,DECSN_REVIEW_DATE,DECSN_REVIEW_STAT_CODE,AIS_SIGN_OFF_ORIG_DATE,ACS_ORIG_DATE,ACS_FY,ORIG_CLSNG_DATE,PROJ_DO_RTG_CODE,PROJ_IP_RTG_CODE,DSCLSR_OF_CONCPT_PID_DATE,PROJ_MGD_LEAD_PRACTICE1_NAME,BEGIN_APPRSL_STAT_CODE,DDO_FLAG,ORIG_ENVIRON_ASSESS_NAME,AUTH_NEG_STAT_CODE,SECBO_DATE,BEGIN_APPRSL_DATE,SIGN_DATE,ICR_SBMTTD_DATE,DSCLSR_OF_CONCPT_PID_STAT_CODE,DSCLSR_OF_APPRSL_PID_DATE,DSCLSR_OF_APPRSL_PID_STAT_CODE,MGT_APPRVL_OF_CONCPT_ORIG_DATE,APPRVL_STAT_CODE,ADD_FIN_CNT,ISR_STAT_CODE,GENDER_TAG_VALIDTD_IND,ENVIRON_SOC_RISK_NAME,PREP_CUM_EXP_TOT_AMT,PROJ_ORG_CODE,CONCPT_TRACK_IND,RAS_SRC_FUND_FLAG,ASA_ACTVTY_VALUE,ASA_CONVSN_FLAG,AGRMNT_VAL_AMT,SECT_LONG_NAME_LIST,ACS_ACTUAL_DATE,CONCPT_REVIEW_STAT_CODE,CONS_SERV_REQD_IND,PROJ_CREATEDBY_UPI,ESRC_FROM_ESMS_NAME,OVERALL_RISK_PREP_CODE,LAST_STAGE_REACHED_DESC,CRM_PROJ_UPDT_DATETIME,GHG_CARBON_IND,PROJ_ID_DISPLAY,ASA_PROCESSING_TRACK_CODE,ASA_PROCESSING_TRACK_NAME,ENV_RISK_NAME,RTG_FIN_MGMT_CODE,RTG_PROC_RTG_CODE,RTG_PROJ_MGMT_CODE,RTG_MON_EVAL_RTG_CODE,CUM_EXP_BB_AMT,CUM_EXP_TF_AMT,CURRFY_CUM_EXP_TOT_AMT,CURRFY_CUM_EXP_BB_AMT,CURRFY_CUM_EXP_TF_AMT,MTR_ACTUAL_DATE,RTG_OVERALL_SAFEGD_RTG_CODE,PORT_DEACT_DATE,LEND_CLASS_NAME,OVERALL_RISK_IMPL_CODE,PROJ_DSCLSR_DATE,PROJ_ABSTRACT_TEXT,IDA_RECMT_FLAG,IDA_RECMT_AMT,IDA_EQ_RECMT_FLAG,IDA_EQ_RECMT_AMT,IDA_DEBT_RECMT_FLAG,IDA_DEBT_RECMT_AMT
P090778,NG-CPS (FY05),NG-CPS (FY05),NG-CPS (FY05),A joint WB group country assistnace strategy to guide the WB group assistance to Nigeria during the next 3-4 years.,2005,NG,Nigeria,Federal Republic of Nigeria,9,AFW,Western and Central Africa,CP,Country Engagement Products,S,Standard Product,AUS,Activity Update,A,Active,,,,,,,00000077854,Galina Y. Sotirova (ADM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,Y,YES,Lower Middle,BLEND,https://opswork.worldbank.org/home/P090778,6548,AWCW2,AWCW2 WB OFF:ABUJA - NIGERIA,6548,AWCW2,AWCW2 WB OFF:ABUJA - NIGERIA,10191,AFWVP,Off. of Regional Vice President,7696,AWCNG,AWCNG ANCHOR :NIGERIA,6548,AWCW2,AWCW2 WB OFF:ABUJA - NIGERIA,10191,AFWVP,Off. of Regional Vice President,,,,,,,,,,,,,,N,N,N,N,N,,,,,,,,N/A,N,,,,,BOA,,A,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,N,,,,Other,,,,,,,,https://opswork.worldbank.org/home/P090778,0,,,,,N/A,N/A,,N,,N/A,,,N,,,,,,,,N,,,,N,,0,0,0,NA,,,,,,603415.260000000000000000,,,N,N,,STANDALONE,3,1900-01-01,,,N,Not Applicable,A,2005-06-28,Galina Y. Sotirova (ADM),2004-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,ACT,0,,,,0E-18,110000000,,,,,,,,ACT,,00000220351,,,Bank Approved,2013-01-15 05:00:00,,P090778,,,,,,,,603415.260000000000000000,0E-18,0E-18,0E-18,0E-18,,,,Not Assigned,,,,,,,,,
P096189,NG-CAS Progress Report (FY08),NG-CAS Progress Report (FY08),NG-CAS Progress Report (FY08),"Progress report on the Nigeria Partnership strategy (CPS). The report will cover a review of economic and social developmeents in Nigeria (2005 - 2006), an interim assessment of prorgress towards achieving teh results defined in the CPS and will define adjustments of the strategy if needed.",2008,NG,Nigeria,Federal Republic of Nigeria,9,AFW,Western and Central Africa,CP,Country Engagement Products,S,Standard Product,AUS,Activity Update,A,Active,,,,,,,00000077854,Galina Y. Sotirova (ADM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,YES,Lower Middle,BLEND,https://opswork.worldbank.org/home/P096189,6548,AWCW2,AWCW2 WB OFF:ABUJA - NIGERIA,6548,AWCW2,AWCW2 WB OFF:ABUJA - NIGERIA,10191,AFWVP,Off. of Regional Vice President,7696,AWCNG,AWCNG ANCHOR :NIGERIA,6548,AWCW2,AWCW2 WB OFF:ABUJA - NIGERIA,10191,AFWVP,Off. of Regional Vice President,,,,,,,,,,,,,,N,N,N,N,N,,,,,,,,N/A,N,,,,,BOA,,A,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,N,,,,Other,,,,,,,,https://opswork.worldbank.org/home/P096189,0,,,,,N/A,N/A,,N,,N/A,,,N,,,,,,,,N,,,,N,,0,0,0,NA,,,,,,155057.220000000000000000,,,N,N,,STANDALONE,3,1900-01-01,,,N,Not Applicable,A,2008-04-04,Galina Y. Sotirova (ADM),2007-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,ACT,0,,,,0E-18,110000000,,,,,,,,ACT,,00000220351,,,Bank Approved,2013-01-15 05:00:00,,P096189,,,,,,,,155057.220000000000000000,0E-18,0E-18,0E-18,0E-18,,,,Not Assigned,,,,,,,,,
P114061,Nigeria Country Partnership Strategy,Nigeria Country Partnership Strategy,Nigeria Country Partnership Strategy,"Country Partnership Strategy for Nigeria covers four years starting from July 1, 2009 to June 30, 2013.  The partnership strategy will be a joint strategy with DFID but other partners such as the African Development Bank are also expected to join.",2010,NG,Nigeria,Federal Republic of Nigeria,9,AFW,Western and Central Africa,CP,Country Engagement Products,S,Standard Product,AUS,Activity Update,A,Active,,,,,,,00000104976,Poonam Gupta (ADM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,YES,Lower Middle,BLEND,https://opswork.worldbank.org/home/P114061,6548,AWCW2,AWCW2 WB OFF:ABUJA - NIGERIA,6548,AWCW2,AWCW2 WB OFF:ABUJA - NIGERIA,10191,AFWVP,Off. of Regional Vice President,7696,AWCNG,AWCNG ANCHOR :NIGERIA,6548,AWCW2,AWCW2 WB OFF:ABUJA - NIGERIA,10191,AFWVP,Off. of Regional Vice President,,,,,,,,,,,,,,N,N,N,N,N,,,,,,,,N/A,N,,,,,BOA,,A,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,N,,,,Other,,,,,,,,https://opswork.worldbank.org/home/P114061,0,,,,,N/A,N/A,,N,,N/A,,,N,,,,,,,,N,,,,N,,0,0,0,NA,,,,,,158463.000000000000000000,,,N,N,,STANDALONE,3,1900-01-01,,,N,Not Applicable,A,2009-07-28,Poonam Gupta (ADM),2008-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,ACT,0,,,,0E-18,110000000,,,,,,,,ACT,,00000220351,,,Bank Approved,2013-01-15 05:00:00,,P114061,,,,,,,,158463.000000000000000000,0E-18,0E-18,0E-18,0E-18,,,,Not Assigned,,,,,,,,,
P075643,Nigeria Joint Country Assistance Strategy,Nigeria Joint Country Assistance Strategy,Nigeria Strategy Note,"Task is to bring the Nigeria CAS to the stage where it is ready for an upstream review in July, 2002.",2004,NG,Nigeria,Federal Republic of Nigeria,9,AFW,Western and Central Africa,CP,Country Engagement Products,S,Standard Product,AUS,Activity Update,A,Active,,,,,,,00000077854,Galina Y. Sotirova (ADM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,Y,YES,Lower Middle,BLEND,https://opswork.worldbank.org/home/P075643,6548,AWCW2,AWCW2 WB OFF:ABUJA - NIGERIA,6548,AWCW2,AWCW2 WB OFF:ABUJA - NIGERIA,10191,AFWVP,Off. of Regional Vice President,6548,AWCW2,AWCW2 WB OFF:ABUJA - NIGERIA,6548,AWCW2,AWCW2 WB OFF:ABUJA - NIGERIA,10191,AFWVP,Off. of Regional Vice President,,,,,,,,,,,,,,N,N,N,N,N,,,,,,,,N/A,N,,,,,BOA,,A,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,N,,,,Other,,,,,,,,https://opswork.worldbank.org/home/P075643,0,,,,,N/A,N/A,,N,,N/A,,,N,,,,,,,,N,,,,N,,0,0,0,NA,,,,,,129374.520000000000000000,,,N,N,,STANDALONE,3,1900-01-01,,,N,Not Applicable,A,2004-06-15,Galina Y. Sotirova (ADM),2002-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,ACT,0,,,,0E-18,110000000,,,,,,,,ACT,,00000220351,,,Bank Approved,2013-01-15 05:00:00,,P075643,,,,,,,,129374.520000000000000000,0E-18,0E-18,0E-18,0E-18,,,,Not Assigned,,,,,,,,,
P065993,INTERIM SUPPORT STRATEGY,INTERIM SUPPORT STRATEGY,INTERIM SUPPORT STRATEGY,Nigeria CAS,2000,NG,Nigeria,Federal Republic of Nigeria,9,AFW,Western and Central Africa,CP,Country Engagement Products,S,Standard Product,AUS,Activity Update,A,Active,,,,,,,00000207274,Jerome Morris Wolgin (ADM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,Y,YES,Lower Middle,BLEND,https://opswork.worldbank.org/home/P065993,6548,AWCW2,AWCW2 WB OFF:ABUJA - NIGERIA,6548,AWCW2,AWCW2 WB OFF:ABUJA - NIGERIA,10191,AFWVP,Off. of Regional Vice President,6548,AWCW2,AWCW2 WB OFF:ABUJA - NIGERIA,6548,AWCW2,AWCW2 WB OFF:ABUJA - NIGERIA,10191,AFWVP,Off. of Regional Vice President,,,,,,,,,,,,,,N,N,N,N,N,,,,,,,,N/A,N,,,,,BOA,,A,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,N,,,,Other,,,,,,,,https://opswork.worldbank.org/home/P065993,0,,,,,N/A,N/A,,N,,N/A,,,N,,,,,,,,N,,,,N,,0,0,0,NA,,,,,,413464.850000000000000000,,,N,N,,STANDALONE,3,1900-01-01,,,N,Not Applicable,A,2000-05-11,Jerome Morris Wolgin (ADM),1999-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,ACT,0,,,,0E-18,110000000,,,,,,,,ACT,,00000220351,,,Bank Approved,2013-01-15 05:00:00,,P065993,,,,,,,,413464.850000000000000000,0E-18,0E-18,0E-18,0E-18,,,,Not Assigned,,,,,,,,,
P072330,Nigeria Country Assistance Strategy,Nigeria Country Assistance Strategy,Nigeria Interim Strategy,This is the Country Assistance strategy Process,2001,NG,Nigeria,Federal Republic of Nigeria,9,AFW,Western and Central Africa,CP,Country Engagement Products,S,Standard Product,AUS,Activity Update,A,Active,,,,,,,00000207274,Jerome Morris Wolgin (ADM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,Y,YES,Lower Middle,BLEND,https://opswork.worldbank.org/home/P072330,6548,AWCW2,AWCW2 WB OFF:ABUJA - NIGERIA,6548,AWCW2,AWCW2 WB OFF:ABUJA - NIGERIA,10191,AFWVP,Off. of Regional Vice President,6561,AFTM4-HIS,HIS-AFT: Macroeconomics 4,6557,AFTPM-HIS,HIS-AFT: PREM Front Office,209,AFEVP,Off. of Regional Vice President,,,,,,,,,,,,,,N,N,N,N,N,,,,,,,,N/A,N,,,,,BOA,,A,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,N,,,,Other,,,,,,,,https://opswork.worldbank.org/home/P072330,0,,,,,N/A,N/A,,N,,N/A,,,N,,,,,,,,N,,,,N,,0,0,0,NA,,,,,,218567.390000000000000000,,,N,N,,STANDALONE,3,1900-01-01,,,N,Not Applicable,A,2001-06-14,Jerome Morris Wolgin (ADM),2000-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,ACT,0,,,,0E-18,110000000,,,,,,,,ACT,,00000220351,,,Bank Approved,2013-01-15 05:00:00,,P072330,,,,,,,,218567.390000000000000000,0E-18,0E-18,0E-18,0E-18,,,,Not Assigned,,,,,,,,,
P511862,Nigeria Distributed Access through Renewable Energy Scale-up Project,Nigeria Distributed Access through Renewable Energy Scale-up Project,P179687 (AF 1),"The project development objective (PDO) is to increase private sector led access to reliable electricity services for households, public institutions, and commercial customers in Nigeria, and facilitate increased productive uses of clean electricity.",2026,NG,Nigeria,Federal Republic of Nigeria,9,AFW,Western and Central Africa,RE,Recipient Executed Activities,L,Lending Product,AUS,Activity Update,P,Pipeline,P179687,Nigeria Distributed Access through Renewable Energy Scale-up Project,DARES,,,,00000345548,Abdulaziz Faghi (ADM),00000328552,00000600309,Ashish Shrestha,Collins Chukwuma Obi,,,,,,EAE,100000000,Energy & Extractives,00000221704,Jie Tang,FCI,PPP,SPL,,,"Finance, Competitiveness and Innovation","Infrastructure, PPP's & Guarantees",Social Policy,,,FCI PPP SPL,,,,,,,,,,,,D,Y,YES,Lower Middle,BLEND,https://opswork.worldbank.org/home/P179687,6548,AWCW2,AWCW2 WB OFF:ABUJA - NIGERIA,6548,AWCW2,AWCW2 WB OFF:ABUJA - NIGERIA,10191,AFWVP,Off. of Regional Vice President,10079,IAWE4,Infrastructure - AFW Energy 4,10207,IAWDR,Infrastructure - Director AFW,10191,AFWVP,Off. of Regional Vice President,,IPF,INVESTMENT PROJ FIN,Investment Project Financing,IN,IPF,N,,DM,Decision Meeting,A,Firm,,Y,N,Y,N,Y,RETF,RETF,,,0,A,,N/A,N,0,,,0,RVP,750000000.000000000000000000,L,N,No,0,0,1,No,No,No,0,No,No,N/A,0,0,0,,N,N,N,N,,,,,,,2026-06-09,,,,,2029-06-30,,0,,0,,,,N/A,750000000.000000000000000000,0E-18,No,1,N,No,No,No,,,,,,,N,,N,,,00000354541,Other,,,,N,00000512259,,,https://opswork.worldbank.org/home/P179687,0,,No,,,N/A,N/A,P179687,N,,N/A,,,N,,,,,,,,Y,N,No,No,N,,0,1,0,Board Approved,49100000.000000000000000000,Infrastructure,WKIVP,0E-18,0E-18,,49100000.000000000000000000,,N,N,P179687,PROGRAMMATIC,4,2025-05-14,,,N,Large,F,2026-06-09,Abdulaziz Faghi,1900-01-01,2026-05-25,2025-05-29,ACT,2026-03-25,ACT,,,,,,,,Energy & Extractives,REVD,N,,REVD,,2026-04-20,,,,2026-04-03,ACT,,REVD,1,,,,,,,,,,,,,,Yes,00000328552,,S,Decision Meeting,,Y,P179687 (AF 1),,,,,,,,,,,,,,,,Not Applicable,S,2026-04-03,,,,,,,
P174622,Nigeria - AF Power Sector Recovery Performance Based Operation,Nigeria - AF Power Sector Recovery Performance Based Operation,NG - AF for PSRP PforR,"The objectives of the Operation are to improve the reliability of electricity supply, achieve financial and fiscal sustainability, and enhance accountability.",2023,NG,Nigeria,Federal Republic of Nigeria,9,AFW,Western and Central Africa,PE,IBRD/IDA,L,Lending Product,AUS,Activity Update,A,Active,P164001,Power Sector Recovery Performance Based Operation,Power Sector Recovery Performance Loan,,,,00000306412,Daniel Camos Daurella (ADM),,,,,,,,N,Not Attributed,EAE,100000000,Energy & Extractives,00000221704,Jie Tang,GOV,MTI,POV,SPL,,Governance,"Macroeconomics, Trade and Investment",Poverty and Equity,Social Policy,,GOV MTI POV SPL,,,,,,,,,,,,D,Y,YES,Lower Middle,BLEND,https://opswork.worldbank.org/home/P174622,6548,AWCW2,AWCW2 WB OFF:ABUJA - NIGERIA,6548,AWCW2,AWCW2 WB OFF:ABUJA - NIGERIA,10191,AFWVP,Off. of Regional Vice President,10079,IAWE4,Infrastructure - AFW Energy 4,10207,IAWDR,Infrastructure - Director AFW,10191,AFWVP,Off. of Regional Vice President,,P4R,Program-for-Results,Program-for-Results Financing,PR,PforR,N,,ROC,Regional Operations,A,Firm,,Y,N,Y,N,Y,IBRD,IBRD,,,,,,N,N,,,,,BOA,750000000.000000000000000000,A,N,,,,,No,,,,,,N/A,X,,,,,,,,,,C,,C,,2023-06-09,,,,,,1,0,,,,,,N/A,750000000.000000000000000000,0E-18,,,,,,,,,,,,,N,,N,,,00000276436,IBRD,,,12.0,N,00000601308;00000602837,,,https://opswork.worldbank.org/home/P174622,0,N,No,,,N/A,N/A,P164001,N,,N/A,,,N,,,,,,,,N,N,No,No,N,,0,1,0,Board Approved,0E-18,Infrastructure,WKIVP,449000000.000000000000000000,301000000.000000000000000000,357621.530000000000000000,750000000.000000000000000000,,N,N,P164001,PROGRAMMATIC,4,2024-07-15,,,N,Not Applicable,A,2023-06-09,Daniel Camos Daurella (ADM);Yadviga Viktorivna Semikolenova;Arsh Sharma,1900-01-01,2022-12-02,2022-01-20,ACT,2022-11-23,ACT,,,,,,,2022-07-08,Energy & Extractives,ACT,N,Not Required,ACT,,2022-11-29,2020-09-30,,ACT,2022-12-14,ACT,,ACT,1,,Y,,317834.730000000000000000,110000000,,,,,,FY17 - Energy Transmission and Distribution;FY17 - Other Energy and Extractives,,ACT,Yes,00099999999,,H,Bank Approved,2024-05-14 04:00:00,,P174622,,,,,,,,357621.530000000000000000,0E-18,1434.780000000000000000,1434.780000000000000000,0E-18,,,,Not Applicable,H,2022-07-08,,,,,,,
